,Contrato,Usuario Libre,Suministrador,Fecha de Suscripción,Fecha de Finalización,Precio Base,Precio FP,Rango de duración,Potencia_HP,Potencia_HFP,BRG,Precio de Potencia,Consistencia,Link,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
4320,,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Kallpa,2015-01-12 00:00:00,2023-12-31 00:00:00,10.09,8.745,8.972602739726028,0.45,0.45,,,0,,,,,
4321,,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Kallpa,2016-01-01 00:00:00,2023-12-31 00:00:00,9,7.737,8.002739726027396,3.2,3.2,,,0,,,,,
4322,,MOLITALIA S.A,Kallpa,2016-01-01 00:00:00,2025-12-31 00:00:00,31,29,10.005479452054795,2.9,2.9,,,0,,,,,
4323,,MOLITALIA S.A,Kallpa,2016-01-01 00:00:00,2025-12-31 00:00:00,31,29,10.005479452054795,0.2,0.2,,,0,,,,,
4324,,MOLITALIA S.A,Kallpa,2016-01-01 00:00:00,2025-12-31 00:00:00,31,29,10.005479452054795,0.4,0.4,,,0,,,,,
4325,,MOLITALIA S.A,Kallpa,2016-01-01 00:00:00,2025-12-31 00:00:00,31,29,10.005479452054795,2.8,2.8,,,0,,,,,
4326,,MINERA AURIFERA RETAMAS S.A.,Kallpa,2016-01-06 00:00:00,2024-05-31 00:00:00,21,21,8.405479452054795,17,17,,,0,,,,,
4327,,REFINERIA LA PAMPILLA S.A.A,Kallpa,2023-01-01 00:00:00,2027-12-31 00:00:00,27.53,27.53,5.0,18,18,,,0,,,,,
4328,,CERVECERIA SAN JUAN S.A.,Kallpa,2016-01-09 00:00:00,2023-12-31 00:00:00,10.327,8.95,7.980821917808219,3.5,3.5,,,0,,,,,
4329,,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Kallpa,2015-01-12 00:00:00,2023-12-31 00:00:00,9.474,8.211,8.972602739726028,2.8,2.8,,,0,,,,,
4330,,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Kallpa,2015-01-12 00:00:00,2023-12-31 00:00:00,9.474,8.211,8.972602739726028,1.4,1.4,,,0,,,,,
4331,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.8,0.8,,,0,,,,,
4332,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.62,0.62,,,0,,,,,
4333,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.738,0.738,,,0,,,,,
4334,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.2,1.2,,,0,,,,,
4335,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.73,0.73,,,0,,,,,
4336,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.8,0.8,,,0,,,,,
4337,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.888,0.888,,,0,,,,,
4338,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.55,0.55,,,0,,,,,
4339,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.35,0.35,,,0,,,,,
4340,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.8,0.8,,,0,,,,,
4341,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.7,0.7,,,0,,,,,
4342,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.5,0.5,,,0,,,,,
4343,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.431,0.431,,,0,,,,,
4344,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.767,0.767,,,0,,,,,
4345,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.8,0.8,,,0,,,,,
4346,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.9,0.9,,,0,,,,,
4347,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.96,0.96,,,0,,,,,
4348,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.9,0.9,,,0,,,,,
4349,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.9,0.9,,,0,,,,,
4350,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.8,0.8,,,0,,,,,
4351,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.85,0.85,,,0,,,,,
4352,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.36,0.36,,,0,,,,,
4353,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.4,0.4,,,0,,,,,
4354,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.85,0.85,,,0,,,,,
4355,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.78,0.78,,,0,,,,,
4356,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.4,0.4,,,0,,,,,
4357,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.56,0.56,,,0,,,,,
4358,,PESQUERA DIAMANTE S.A.,Engie,2022-01-01 00:00:00,2025-06-30 00:00:00,8.46,8.46,3.495890410958904,5,5,,,0,,,,,
4359,,PESQUERA DIAMANTE S.A.,Engie,2022-01-01 00:00:00,2025-06-30 00:00:00,8.46,8.46,3.495890410958904,4.5,4.5,,,0,,,,,
4360,,LIMA AIRPORT PARTNERS S.R.L.,Engie,2022-01-01 00:00:00,2031-12-31 00:00:00,10.58,10.58,10.002739726027396,9.8,9.8,,,0,,,,,
4361,,LIMA AIRPORT PARTNERS S.R.L.,Engie,2022-01-01 00:00:00,2031-12-31 00:00:00,10.58,10.58,10.002739726027396,0,0,,,0,,,,,
4362,,LIMA AIRPORT PARTNERS S.R.L.,Engie,2022-07-01 00:00:00,2031-12-31 00:00:00,10.58,10.58,9.506849315068493,10,10,,,0,,,,,
4363,,CHIM¿ AGROPECUARIA S.A.,Engie,2022-01-01 00:00:00,2031-12-31 00:00:00,10.77,10.77,10.002739726027396,0.44,0.44,,,0,,,,,
4364,,CHIM¿ AGROPECUARIA S.A.,Engie,2022-01-01 00:00:00,2031-12-31 00:00:00,10.77,10.77,10.002739726027396,0.65,0.65,,,0,,,,,
4365,,CHIM¿ AGROPECUARIA S.A.,Engie,2022-01-02 00:00:00,2031-12-31 00:00:00,10.53,10.53,10.0,1.06,1.06,,,0,,,,,
4366,,Iron Mountain Peru S.A.,Engie,2022-01-05 00:00:00,2023-02-28 00:00:00,11.49,11.49,1.1479452054794521,0.3,0.3,,,0,,,,,
4367,,PESQUERA DIAMANTE S.A.,Engie,2022-01-07 00:00:00,2025-06-30 00:00:00,8.64,8.64,3.4794520547945207,2.45,2.45,,,0,,,,,
4368,,PESQUERA DIAMANTE S.A.,Engie,2022-01-07 00:00:00,2025-06-30 00:00:00,8.64,8.64,3.4794520547945207,2.45,2.45,,,0,,,,,
4369,,PESQUERA DIAMANTE S.A.,Engie,2022-01-07 00:00:00,2025-06-30 00:00:00,8.64,8.64,3.4794520547945207,2,2,,,0,,,,,
4370,,PESQUERA DIAMANTE S.A.,Engie,2022-01-07 00:00:00,2025-06-30 00:00:00,8.64,8.64,3.4794520547945207,1.5,1.5,,,0,,,,,
4371,,Iron Mountain Peru S.A.,Engie,2022-01-07 00:00:00,2054-06-30 00:00:00,12.65,12.65,32.4986301369863,2.4,2.4,,,0,,,,,
4372,,MINERA SHOUXIN PERU S.A.,Engie,2022-01-08 00:00:00,2023-12-31 00:00:00,11.35,11.35,1.978082191780822,25.5,25.5,,,0,,,,,
4373,,SELVA INDUSTRIAL S.A.,Engie,2022-01-10 00:00:00,2025-06-30 00:00:00,8.39,8.39,3.4712328767123286,0.32,0.32,,,0,,,,,
4374,,INMUEBLES LIMATAMBO S.A.,Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,1.2,1.2,,,0,,,,,
4375,,INMUEBLES LIMATAMBO S.A.,Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,0.47,0.47,,,0,,,,,
4376,,INMUEBLES LIMATAMBO S.A.,Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,1.8,1.8,,,0,,,,,
4377,,INVERSIONES SAN BORJA S.A.,Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,1.5,1.5,,,0,,,,,
4378,,INVERSIONES SAN BORJA S.A.,Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,0.525,0.525,,,0,,,,,
4379,,INVERSIONES SAN BORJA S.A.,Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,3.55,3.55,,,0,,,,,
4380,,"PATRIMONIO EN FIDEICOMISO - EDIFICIO PARDO Y ALIAGA - DECRETO LEGISLATIVO NO. 861, TITULO XI",Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,1.25,1.25,,,0,,,,,
4381,,URBANIZADORA JARD¿N S.A.,Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,1.5,1.5,,,0,,,,,
4382,,URBANIZADORA JARD¿N S.A.,Engie,2023-01-01 00:00:00,2025-12-31 00:00:00,9.3,9.3,3.0,1.2,1.2,,,0,,,,,
4383,,CORPORACIÓN TRACTO SONI E.I.R.L.,Seal,2023-01-06 00:00:00,2027-12-31 00:00:00,15.58,15.58,4.986301369863014,358.6,358.6,,,0,,,,,
4384,,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Electronorte,2005-01-05 00:00:00,2015-04-30 00:00:00,20.25,16.11,10.32054794520548,0.5,0.75,,,0,,,,,
4385,,QUICORNAC S.A.C.,Electronorte,2020-01-05 00:00:00,2024-12-31 00:00:00,9.08,9.08,4.991780821917808,1.1,1.1,,,0,,,,,
4386,,AGRICOLA CERRO PRIETO S.A.,Electronorte,2018-01-02 00:00:00,2022-12-31 00:00:00,11.63,11.63,4.997260273972603,1.2,1.2,,,0,,,,,
4387,,EMPRESA AGROINDUSTRIAL CAYALT¿ S.A.A.,Electronorte,2020-01-05 00:00:00,2024-12-31 00:00:00,9.45,9.45,4.991780821917808,1.5,1.5,,,0,,,,,
4388,,SERVICIO AGRICOLA LATINO,Electronorte,2023-01-01 00:00:00,2026-12-31 00:00:00,11.19,11.19,4.0,0.565,0.565,,,0,,,,,
4389,,AGROINDUSTRIA FRUTOS DE ORO S.A.C.,Electronorte,2023-01-01 00:00:00,2024-12-31 00:00:00,11.19,11.19,2.0,2,2,,,0,,,,,
4390,,REDIGAL S.A.C.,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.3,11.3,0.9972602739726028,1,1,,,0,,,,,
4391,,Galvez Asurza Jorge Alejandro,Electronorte,2020-01-04 00:00:00,2024-12-31 00:00:00,9.26,9.26,4.994520547945205,0.45,0.45,,,0,,,,,
4392,,INVERSIONES MOCCE S.A.,Electronorte,2018-01-05 00:00:00,2026-12-31 00:00:00,12.72,12.72,8.991780821917809,0.85,0.85,,,0,,,,,
4393,,SERVICIO DE GRANOS Y MAQUILA SOCIEDAD ANONIMA,Electronorte,2018-01-03 00:00:00,2022-12-31 00:00:00,11.99,11.44,4.994520547945205,0.4,0.4,,,0,,,,,
4394,,MOLINOS SAN JORGE S.A.C.,Electronorte,2018-01-02 00:00:00,2022-01-31 00:00:00,11.99,11.44,4.082191780821918,0.75,0.75,,,0,,,,,
4395,,CORPORACI¿N SARITA COLONIA S.A.C.,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.99,11.44,0.9972602739726028,0.431,0.431,,,0,,,,,
4396,,SANTA CRUZ VILLARREAL LIZAIDA,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.73,11.73,0.9972602739726028,0.3,0.3,,,0,,,,,
4397,,GRUPO MOLINERO CONTRERAS ASTORAYME S.A.C.,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.55,11.55,0.9972602739726028,1,1,,,0,,,,,
4398,,ATLANTICA S.R.L.,Electronorte,2023-01-01 00:00:00,2026-12-31 00:00:00,11.63,11.63,4.0,0.7,0.7,,,0,,,,,
4399,,ALLUS SPAIN S.L SUCURSAL DEL PERU,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.99,11.44,0.9972602739726028,0.7,0.7,,,0,,,,,
4400,,MOLINERA ANGIE S. A. C.,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.3,11.3,0.9972602739726028,0.34,0.34,,,0,,,,,
4401,,SERVICIO DE GRANOS Y MAQUILA SOCIEDAD ANONIMA,Electronorte,2018-01-03 00:00:00,2022-12-31 00:00:00,11.99,11.44,4.994520547945205,0.65,0.65,,,0,,,,,
4402,,MOLINO'S ESCALY S.R.L.,Electronorte,2018-01-12 00:00:00,2026-12-31 00:00:00,11.63,11.63,8.972602739726028,0.6,0.6,,,0,,,,,
4403,,PROCESADORA LA CELESTIAL EIRL,Electronorte,2019-08-04 00:00:00,2023-12-31 00:00:00,12.72,12.72,4.410958904109589,0.35,0.35,,,0,,,,,
4404,,AGRONEGOCIOS SANFABRI S.A.C.,Electronorte,2019-01-05 00:00:00,2023-12-31 00:00:00,12.72,12.72,4.989041095890411,0.321,0.321,,,0,,,,,
4405,,COMPLEJO AGROINDUSTRIAL BETA S.A.C.,Electronorte,2019-08-05 00:00:00,2023-12-31 00:00:00,12.72,12.72,4.4082191780821915,2.2,2.2,,,0,,,,,
4406,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.89,0.89,,,0,,,,,
4407,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.85,0.85,,,0,,,,,
4408,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.946,0.946,,,0,,,,,
4409,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.87,0.87,,,0,,,,,
4410,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.715,0.715,,,0,,,,,
4411,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.7,0.7,,,0,,,,,
4412,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.9,0.9,,,0,,,,,
4413,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1,1,,,0,,,,,
4414,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.76,0.76,,,0,,,,,
4415,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.75,0.75,,,0,,,,,
4416,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.55,0.55,,,0,,,,,
4417,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.4,0.4,,,0,,,,,
4418,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.66,0.66,,,0,,,,,
4419,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.198,1.198,,,0,,,,,
4420,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.775,0.775,,,0,,,,,
4421,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.9,0.9,,,0,,,,,
4422,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.32,0.32,,,0,,,,,
4423,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.7,0.7,,,0,,,,,
4424,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.75,0.75,,,0,,,,,
4425,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.48,0.48,,,0,,,,,
4426,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.4,0.4,,,0,,,,,
4427,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.99,0.99,,,0,,,,,
4428,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.7,0.7,,,0,,,,,
4429,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.8,0.8,,,0,,,,,
4430,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.6,0.6,,,0,,,,,
4431,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1,1,,,0,,,,,
4432,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.98,0.98,,,0,,,,,
4433,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.65,0.65,,,0,,,,,
4434,,SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.5,1.5,,,0,,,,,
4435,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.54,0.54,,,0,,,,,
4436,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.95,0.95,,,0,,,,,
4437,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.65,0.65,,,0,,,,,
4438,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.7,0.7,,,0,,,,,
4439,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.608,0.608,,,0,,,,,
4440,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1,1,,,0,,,,,
4441,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.7,0.7,,,0,,,,,
4442,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.442,0.442,,,0,,,,,
4443,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.7,0.7,,,0,,,,,
4444,,TIENDAS PERUANAS SA,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.4,0.4,,,0,,,,,
4445,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.67,1.67,,,0,,,,,
4446,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,2.322,2.322,,,0,,,,,
4447,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.8,1.8,,,0,,,,,
4448,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.8,0.8,,,0,,,,,
4449,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.867,1.867,,,0,,,,,
4450,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.68,1.68,,,0,,,,,
4451,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.65,0.65,,,0,,,,,
4452,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,2.32,2.32,,,0,,,,,
4453,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.8,1.8,,,0,,,,,
4454,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.72,1.72,,,0,,,,,
4455,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,2,2,,,0,,,,,
4456,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,2.5,2.5,,,0,,,,,
4457,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1.4,1.4,,,0,,,,,
4458,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.75,0.75,,,0,,,,,
4459,,CORPORACION MINERA CENTAURO S.A.                                                                    ,Electrocentro,2022-01-01 00:00:00,2023-12-31 00:00:00,15.28,15.28,1.9972602739726026,1,1,,,0,,,,,
4460,,CORPORACION MARIE  E.I.R.L                                                                          ,Electrocentro,2021-01-01 00:00:00,2023-12-31 00:00:00,15.51,15.51,2.9972602739726026,0.5,0.5,,,0,,,,,
4461,,MAFROX S.A.                                                                                         ,Electrocentro,2021-01-04 00:00:00,2024-03-31 00:00:00,12.92,12.92,3.2383561643835614,0.2,0.3,,,0,,,,,
4462,,AGROINDUSTRIA JAS E.I.R.L.                                                                          ,Electrocentro,2022-01-01 00:00:00,2023-12-31 00:00:00,15.62,15.62,1.9972602739726026,0.35,0.35,,,0,,,,,
4463,,SELVA INDUSTRIAL S.A.,Electrocentro,2022-01-08 00:00:00,2024-04-30 00:00:00,14.03,14.03,2.3095890410958906,0.2,0.3,,,0,,,,,
4464,,COSEMIN_PI                                                                                          ,Electrocentro,2022-01-08 00:00:00,2024-05-31 00:00:00,15.39,15.39,2.3945205479452056,0.2,0.3,,,0,,,,,
4465,,KULKAO S.A.                                                                                         ,Electrocentro,2022-01-11 00:00:00,2025-10-31 00:00:00,15.41,15.41,3.8054794520547945,0.32,0.32,,,0,,,,,
4466,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.75,0.75,,,0,,,,,
4467,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1,1,,,0,,,,,
4468,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1,1,,,0,,,,,
4469,,REAL PLAZA S.R.L.,Kallpa,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,0.32,0.32,,,0,,,,,
