,Contrato,Usuario Libre,Suministrador,Fecha de Suscripción,Fecha de Finalización,Precio Base,Precio FP,Rango de duración,Potencia_HP,Potencia_HFP,BRG,Precio de Potencia,Consistencia,Link,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
11665,,COESTI S.A.,Luz del Sur,2023-01-01 00:00:00,2024-12-31 00:00:00,11.03,11.03,2.0,0.3,0,,,0,,,,,
11666,,COESTI S.A.,Luz del Sur,2023-01-01 00:00:00,2024-12-31 00:00:00,11.03,11.03,2.0,0.25,0,,,0,,,,,
11667,,PERUFARMA S A,Enel Distribución Perú,2018-01-01 00:00:00,2021-01-31 00:00:00,11.37,11.37,3.084931506849315,0.4,0.4,,,0,,,,,
11668,,ENERGIGAS S.A.C.,Enel Distribución Perú,2018-01-01 00:00:00,2027-01-31 00:00:00,10.43,40.43,9.087671232876712,0.624,0.624,,,0,,,,,
11669,,FUNDO SANTA PATRICIA S.A.,Enel Distribución Perú,2018-01-01 00:00:00,2021-01-31 00:00:00,10.18,9.55,3.084931506849315,1,1,,,0,,,,,
11670,,COMERCIAL ALIMENTICIA S.A.C.,Enel Distribución Perú,2018-01-01 00:00:00,2025-08-31 00:00:00,10.7,10.7,7.668493150684932,0.6,0.6,,,0,,,,,
11671,,FIMA INDUSTRIAL SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2018-01-01 00:00:00,2021-01-31 00:00:00,9.88,9.88,3.084931506849315,1,1,,,0,,,,,
11672,,ASR PACKING SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2018-09-03 00:00:00,2021-03-31 00:00:00,10.96,10.34,2.5753424657534247,1,1,,,0,,,,,
11673,,MRBT S.A.C.,Enel Distribución Perú,2018-01-01 00:00:00,2021-02-28 00:00:00,11.34,10.63,3.1616438356164385,0.584,0.584,,,0,,,,,
11674,,AGRIBRANDS PURINA PERU S.A.,Enel Distribución Perú,2018-01-03 00:00:00,2021-03-31 00:00:00,11.55,11.55,3.241095890410959,1,1,,,0,,,,,
11675,,INVERSIONES PINEROLO SAC,Enel Distribución Perú,2018-01-03 00:00:00,2021-03-31 00:00:00,11.86,11.12,3.241095890410959,0.8,0.8,,,0,,,,,
11676,,FABRICA DE ENVASES S.A.,Enel Distribución Perú,2018-01-05 00:00:00,2021-05-31 00:00:00,10.62,10.62,3.4027397260273973,0.9,0.9,,,0,,,,,
11677,,DP WORLD LOGISTICS S.R.L.,Enel Distribución Perú,2018-01-05 00:00:00,2022-05-31 00:00:00,12.38,12.38,4.402739726027397,0.8,0.8,,,0,,,,,
11678,,DP WORLD LOGISTICS S.R.L.,Enel Distribución Perú,2018-01-05 00:00:00,2022-05-31 00:00:00,12.38,12.38,4.402739726027397,0.9,0.9,,,0,,,,,
11679,,DP WORLD LOGISTICS S.R.L.,Enel Distribución Perú,2018-01-05 00:00:00,2022-05-31 00:00:00,12.38,12.38,4.402739726027397,0.999,0.999,,,0,,,,,
11680,,PERU FASHIONS S.A.C.,Enel Distribución Perú,2018-01-05 00:00:00,2025-03-31 00:00:00,0,0,7.238356164383561,0.22,0.22,,,0,,,,,
11681,,PERUANA DE MOLDEADOS S.A.C.,Enel Distribución Perú,2018-01-05 00:00:00,2025-05-31 00:00:00,10.37,10.37,7.405479452054794,3.5,3.5,,,0,,,,,
11682,,PERUANA DE MOLDEADOS S.A.C.,Enel Distribución Perú,2018-01-05 00:00:00,2025-05-31 00:00:00,10.37,10.37,7.405479452054794,0.95,0.95,,,0,,,,,
11683,,QUIMPAC S.A.,Enel Distribución Perú,2018-01-05 00:00:00,2021-05-31 00:00:00,10.4,9.79,3.4027397260273973,1.35,1.35,,,0,,,,,
11684,,AMFA VITRUM S.A.,Enel Distribución Perú,2018-01-06 00:00:00,2021-06-30 00:00:00,0,0,3.4821917808219176,0.55,0.55,,,0,,,,,
11685,,DELCROSA S.A.,Enel Distribución Perú,2018-01-07 00:00:00,2021-07-31 00:00:00,13,13,3.5643835616438357,0.7,0.7,,,0,,,,,
11686,,BACK UP SERVICES PERU S.A.C.,Enel Distribución Perú,2018-01-07 00:00:00,2021-07-31 00:00:00,10.66,10.05,3.5643835616438357,0.3,0.3,,,0,,,,,
11687,,TEXTILES SAN GABRIEL S.A.,Enel Distribución Perú,2018-01-07 00:00:00,2021-07-31 00:00:00,11.45,11.45,3.5643835616438357,0.35,0.35,,,0,,,,,
11688,,PLASTINDUSTRIA S.A.C.,Enel Distribución Perú,2018-01-07 00:00:00,2021-07-31 00:00:00,12.32,12.32,3.5643835616438357,1,1,,,0,,,,,
11689,,AMERAL S.A.A.,Enel Distribución Perú,2018-01-07 00:00:00,2021-07-31 00:00:00,10.27,9.67,3.5643835616438357,0.45,0.45,,,0,,,,,
11690,,UNION DE PRODUCTOS AGROINDUSTRIALES S.A.,Enel Distribución Perú,2018-01-07 00:00:00,2021-07-31 00:00:00,9.71,9.71,3.5643835616438357,0.75,0.75,,,0,,,,,
11691,,INDUSTRIAS EUROPEAS S.A.C.,Enel Distribución Perú,2018-01-07 00:00:00,2022-07-30 00:00:00,12.01,11.26,4.561643835616438,0.95,0.95,,,0,,,,,
11692,,INDUSTRIAS EUROPEAS S.A.C.,Enel Distribución Perú,2018-01-07 00:00:00,2022-07-30 00:00:00,12.01,11.26,4.561643835616438,0.5,0.5,,,0,,,,,
11693,,INDUSTRIAS PLASTICAS ASS S.A.C.,Enel Distribución Perú,2018-01-07 00:00:00,2022-07-30 00:00:00,12.01,11.26,4.561643835616438,0.65,0.65,,,0,,,,,
11694,,INDUSTRIAS HAWAI S.A.C.,Enel Distribución Perú,2018-01-07 00:00:00,2022-07-30 00:00:00,12.01,11.26,4.561643835616438,0.95,0.95,,,0,,,,,
11695,,INDUSTRIAS HAWAI S.A.C.,Enel Distribución Perú,2018-01-07 00:00:00,2022-07-30 00:00:00,12.01,11.26,4.561643835616438,0.25,0.25,,,0,,,,,
11696,,CALIDAD PLASTICA S.A.C.,Enel Distribución Perú,2018-01-08 00:00:00,2021-08-31 00:00:00,11.45,11.45,3.6465753424657534,0.798,0.798,,,0,,,,,
11697,,NEGOCIOS AGROINDUSTRIALES LOS FERROLES S,Enel Distribución Perú,2018-01-08 00:00:00,2021-08-31 00:00:00,11.46,11.46,3.6465753424657534,0.25,0.25,,,0,,,,,
11698,,NEGOCIOS AGROINDUSTRIALES LOS FERROLES S,Enel Distribución Perú,2018-01-08 00:00:00,2021-08-31 00:00:00,11.46,11.46,3.6465753424657534,1,1,,,0,,,,,
11699,,MINERA DEISI S.A.C.,Enel Distribución Perú,2018-01-08 00:00:00,2021-09-30 00:00:00,10.66,10.05,3.728767123287671,0.5,0.5,,,0,,,,,
11700,,TREAM PERU S.A.C.,Enel Distribución Perú,2018-01-08 00:00:00,2021-09-30 00:00:00,11.11,10.41,3.728767123287671,1,1,,,0,,,,,
11701,,SOCIEDAD INMOBILIARIA DEL PACIFICO S.A.C,Enel Distribución Perú,2018-01-08 00:00:00,2022-09-30 00:00:00,12.13,11.45,4.728767123287671,0.8,0.8,,,0,,,,,
11702,,TERMINALES PORTUARIOS PERUANOS S.A.C.,Enel Distribución Perú,2018-01-08 00:00:00,2021-09-30 00:00:00,12.78,12.78,3.728767123287671,1.3,1.3,,,0,,,,,
11703,,PPFISH SAC,Enel Distribución Perú,2018-01-10 00:00:00,2021-10-31 00:00:00,10.04,10.04,3.808219178082192,1.3,1.3,,,0,,,,,
11704,,PROLIMSO SAC,Enel Distribución Perú,2018-01-10 00:00:00,2021-10-31 00:00:00,9.35,9.35,3.808219178082192,0.6,0.6,,,0,,,,,
11705,,ULTRA FRIO S.A.C.,Enel Distribución Perú,2018-01-10 00:00:00,2021-10-31 00:00:00,10.4,9.75,3.808219178082192,0.9,0.9,,,0,,,,,
11706,,MEDROCK CORPORATION S.A.C.,Enel Distribución Perú,2018-01-10 00:00:00,2025-03-31 00:00:00,11.16,10.46,7.2246575342465755,0.25,0.25,,,0,,,,,
11707,,BANCO INTERNACIONAL DEL PERU-INTERBANK,Enel Distribución Perú,2018-01-10 00:00:00,2021-10-31 00:00:00,10.44,9.79,3.808219178082192,1.5,1.5,,,0,,,,,
11708,,GRUPO LA REPUBLICA PUBLICACIONES S.A.,Enel Distribución Perú,2023-01-01 00:00:00,2024-12-31 00:00:00,8.88,8.88,2.0,0.639,0.639,,,0,,,,,
11709,,GRUPO LA REPUBLICA PUBLICACIONES S.A.,Enel Distribución Perú,2018-01-10 00:00:00,2021-10-31 00:00:00,9.91,9.91,3.808219178082192,1.3,1.3,,,0,,,,,
11710,,CORPORACION ACEROS AREQUIPA S.A.,Enel Distribución Perú,2018-01-12 00:00:00,2022-12-31 00:00:00,10.2,10.2,4.96986301369863,2,2,,,0,,,,,
11711,,COMPAÑÍA LATINOAMERICANA DE RADIODIFUSIO,Enel Distribución Perú,2018-01-12 00:00:00,2021-12-31 00:00:00,9.78,9.78,3.96986301369863,1.6,1.6,,,0,,,,,
11712,,DREAMS CORPORATION S.A.C.,Enel Distribución Perú,2019-01-01 00:00:00,2021-01-31 00:00:00,10.56,10.56,2.084931506849315,0.8,0.8,,,0,,,,,
11713,,ASOCIACION PERUANO JAPONESA,Enel Distribución Perú,2019-01-01 00:00:00,2021-01-31 00:00:00,9.66,9.66,2.084931506849315,0.525,0.525,,,0,,,,,
11714,,ASOCIACION PERUANO JAPONESA,Enel Distribución Perú,2019-01-01 00:00:00,2021-01-31 00:00:00,9.66,9.66,2.084931506849315,0.925,0.925,,,0,,,,,
11715,,PERU CERAMICO S.A.C,Electro Ucayali,2022-01-01 00:00:00,2024-12-31 00:00:00,17.84,17.84,3.0,0.7,0.7,,,0,,,,,
11716,,CONSORCIO MADERERO S.A.C.,Electro Ucayali,2019-01-07 00:00:00,2024-12-31 00:00:00,17.72,17.72,5.986301369863014,0.4,0.4,,,0,,,,,
11717,,INDUSTRIAL UCAYALI S.A.C.,Electro Ucayali,2020-01-08 00:00:00,2023-07-31 00:00:00,17.5,17.5,3.5616438356164384,1,1,,,0,,,,,
11718,,GRUPO VARGAS NEGOCIOS AMAZONICOS S.A.C.,Electro Ucayali,2021-01-02 00:00:00,2024-01-31 00:00:00,17.84,17.84,3.0794520547945203,0.7,0.7,,,0,,,,,
11719,,COMPA¿¿A MINERA ANTAMINA S.A.,Eléctrica Huallaga,2022-01-01 00:00:00,2023-06-30 00:00:00,13.141058,13.141058,1.4931506849315068,1,1,,,0,,,,,
11720,,COMPA¿¿A MINERA ANTAMINA S.A.,Eléctrica Huallaga,2022-01-01 00:00:00,2023-06-30 00:00:00,13.141058,13.141058,1.4931506849315068,0.3,0.3,,,0,,,,,
11721,,COMPA¿¿A MINERA ANTAMINA S.A.,Eléctrica Huallaga,2022-01-01 00:00:00,2023-06-30 00:00:00,13.141058,13.141058,1.4931506849315068,33.7,33.7,,,0,,,,,
11722,,ASOCIACION ESTADIO LA UNION,Enel Distribución Perú,2019-01-01 00:00:00,2021-01-31 00:00:00,9.66,9.66,2.084931506849315,0.35,0.35,,,0,,,,,
11723,,INDUSTRIA PROCESADORA DEL PLASTICO SAC,Enel Distribución Perú,2019-01-01 00:00:00,2021-01-31 00:00:00,10.37,10.37,2.084931506849315,1.48,1.48,,,0,,,,,
11724,,AGROINDUSTRIAS HUARAL SOCIEDAD ANONIMA C,Enel Distribución Perú,2019-01-02 00:00:00,2025-02-28 00:00:00,11.73,11.73,6.161643835616438,1.4,1.4,,,0,,,,,
11725,,ARCOR DE PERU S A,Enel Distribución Perú,2019-01-02 00:00:00,2021-02-28 00:00:00,9.93,9.93,2.158904109589041,0.8,0.8,,,0,,,,,
11726,,FRIO LA MERCED S.A.C.,Enel Distribución Perú,2019-01-03 00:00:00,2021-03-31 00:00:00,11.93,11.19,2.241095890410959,0.86,0.86,,,0,,,,,
11727,,MOLINOS CALCAREOS S.A.C.,Enel Distribución Perú,2019-01-03 00:00:00,2022-03-28 00:00:00,11.06,11.06,3.232876712328767,0.8,0.8,,,0,,,,,
11728,,SCIPION S.A.C.,Enel Distribución Perú,2019-01-03 00:00:00,2024-03-29 00:00:00,10.67,10.67,5.238356164383561,0.7,0.7,,,0,,,,,
11729,,CLOROX PERU S.A.,Enel Distribución Perú,2019-01-03 00:00:00,2021-03-31 00:00:00,9.7,9.7,2.241095890410959,2.5,2.5,,,0,,,,,
11730,,CLOROX PERU S.A.,Enel Distribución Perú,2019-01-04 00:00:00,2021-04-30 00:00:00,9.7,9.7,2.3205479452054796,1,1,,,0,,,,,
11731,,COMPAÑIA MINERA ABASTECEDORA ANDINA S.A.,Enel Distribución Perú,2019-01-04 00:00:00,2021-04-30 00:00:00,9.8,9.8,2.3205479452054796,0.3,0.3,,,0,,,,,
11732,,FABRICLAVOS S.A.C.,Enel Distribución Perú,2019-01-04 00:00:00,2025-04-30 00:00:00,11.73,11.73,6.323287671232877,0.3,0.3,,,0,,,,,
11733,,PRODUCTOS QUIMICOS INDUSTRIALES S A,Enel Distribución Perú,2019-01-05 00:00:00,2021-05-31 00:00:00,10.14,10.14,2.4027397260273973,0.5,0.5,,,0,,,,,
11734,,AGROWORLD S.A.C.,Enel Distribución Perú,2019-01-05 00:00:00,2023-05-31 00:00:00,12.38,11.91,4.402739726027397,1.5,1.5,,,0,,,,,
11735,,MEDLOG PERU S.A.,Enel Distribución Perú,2021-01-06 00:00:00,2026-05-31 00:00:00,0,0,5.4,0.6,0.6,,,0,,,,,
11736,,MEDLOG PERU S.A.,Enel Distribución Perú,2019-01-05 00:00:00,2022-05-30 00:00:00,8.42,8.42,3.4,2.2,2.2,,,0,,,,,
11737,,COSTEÑO ALIMENTOS S.A.C.,Enel Distribución Perú,2019-01-05 00:00:00,2023-05-31 00:00:00,10.16,10.16,4.402739726027397,0.37,0.37,,,0,,,,,
11738,,CLUB NACIONAL,Enel Distribución Perú,2019-01-06 00:00:00,2022-06-30 00:00:00,10.36,10.36,3.4821917808219176,0.32,0.32,,,0,,,,,
11739,,IMPORTACIONES HIRAOKA S.A.C.,Enel Distribución Perú,2019-01-07 00:00:00,2023-07-31 00:00:00,10.07,10.07,4.564383561643836,0.785,0.785,,,0,,,,,
11740,,IMPORTACIONES HIRAOKA S.A.C.,Enel Distribución Perú,2019-01-07 00:00:00,2023-07-31 00:00:00,10.07,10.07,4.564383561643836,0.4,0.4,,,0,,,,,
11741,,CORPORACION AMERICANA DE PLASTICOS S.A.C,Enel Distribución Perú,2019-01-07 00:00:00,2025-07-31 00:00:00,10.99,10.99,6.567123287671233,0.4,0.4,,,0,,,,,
11742,,FABRICACION Y COMERCIALIZACION INDUSTRIAL SAC,Enel Distribución Perú,2019-01-07 00:00:00,2022-07-30 00:00:00,11.22,11.22,3.5616438356164384,0.34,0.34,,,0,,,,,
11743,,TRATAR PERU S.A.C.,Enel Distribución Perú,2019-01-07 00:00:00,2023-07-31 00:00:00,10.25,10.25,4.564383561643836,0.3,0.3,,,0,,,,,
11744,,INDUSTRIAS UNIDAS DEL PERU S.A.,Enel Distribución Perú,2019-01-07 00:00:00,2024-07-30 00:00:00,9.17,9.17,5.564383561643836,0.6,0.6,,,0,,,,,
11745,,INDUSTRIAS UNIDAS DEL PERU S.A.,Enel Distribución Perú,2019-01-07 00:00:00,2024-07-30 00:00:00,9.17,9.17,5.564383561643836,0.6,0.6,,,0,,,,,
11746,,FMREM S.R.L.,Enel Distribución Perú,2019-01-07 00:00:00,2025-07-31 00:00:00,11.22,11.22,6.567123287671233,0.56,0.56,,,0,,,,,
11747,,FABRICA DE HIELO TIO CARAMELO S.A.C.,Enel Distribución Perú,2019-01-08 00:00:00,2022-08-01 00:00:00,9.78,9.78,3.5643835616438357,0.6,0.6,,,0,,,,,
11748,,ALL COLD EIRL,Enel Distribución Perú,2019-01-09 00:00:00,2022-08-31 00:00:00,9.86,9.86,3.643835616438356,0.4,0.4,,,0,,,,,
11749,,TINTORERIA COLOR Y TEXTURA SAC,Enel Distribución Perú,2019-01-09 00:00:00,2025-12-31 00:00:00,11.02,11.02,6.980821917808219,0.5,0.5,,,0,,,,,
11750,,CERTIFICACIONES DEL PERU S A,Enel Distribución Perú,2019-01-09 00:00:00,2023-12-31 00:00:00,10.16,10.16,4.978082191780822,0.5,0.5,,,0,,,,,
11751,,MEDIFARMA S A,Enel Distribución Perú,2019-01-09 00:00:00,2023-12-31 00:00:00,9.21,9.21,4.978082191780822,1,1,,,0,,,,,
11752,,MIXERCON S.A,Enel Distribución Perú,2019-01-12 00:00:00,2023-11-30 00:00:00,0,0,4.884931506849315,2,2,,,0,,,,,
11753,,MIXERCON S.A,Enel Distribución Perú,2019-01-10 00:00:00,2023-09-30 00:00:00,0,0,4.723287671232876,2,2,,,0,,,,,
11754,,COMPAÑIA FOOD RETAIL S.A.C.,Enel Distribución Perú,2019-01-10 00:00:00,2023-09-30 00:00:00,0,0,4.723287671232876,0.6,0.6,,,0,,,,,
11755,,PLASTIMIQ S.R.LTDA.,Enel Distribución Perú,2019-01-10 00:00:00,2023-09-30 00:00:00,0,0,4.723287671232876,0.5,0.5,,,0,,,,,
11756,,PLASTICOS REUNIDOS S A,Enel Distribución Perú,2019-01-10 00:00:00,2023-09-30 00:00:00,0,0,4.723287671232876,0.6,0.6,,,0,,,,,
11757,,SGS DEL PERU S.A.C.,Enel Distribución Perú,2019-01-11 00:00:00,2023-10-31 00:00:00,0,0,4.8054794520547945,0.6,0.6,,,0,,,,,
11758,,SGS DEL PERU S.A.C.,Enel Distribución Perú,2019-01-11 00:00:00,2023-10-31 00:00:00,0,0,4.8054794520547945,0.642,0.642,,,0,,,,,
11759,,QUIVER PLAST E.I.R.L.,Enel Distribución Perú,2019-01-11 00:00:00,2023-10-31 00:00:00,0,0,4.8054794520547945,0.7,0.7,,,0,,,,,
11760,,CONSTRUCCIONES METALICAS UNION S.A.,Enel Distribución Perú,2019-01-11 00:00:00,2023-10-31 00:00:00,0,0,4.8054794520547945,0.515,0.515,,,0,,,,,
11761,,MARANATHA FISH S.A.C.,Enel Distribución Perú,2019-01-11 00:00:00,2023-10-31 00:00:00,0,0,4.8054794520547945,0.725,0.725,,,0,,,,,
11762,,NORTEXTIL S.A.,Enel Distribución Perú,2019-01-12 00:00:00,2023-11-30 00:00:00,0,0,4.884931506849315,0.9,0.9,,,0,,,,,
11763,,TARRACO SOC.COM.RESPONS. LTDA,Enel Distribución Perú,2019-01-12 00:00:00,2023-11-30 00:00:00,0,0,4.884931506849315,0.3,0.3,,,0,,,,,
11764,,EMPRESA DE TRANSPORTES INDUSTRIALES S.A.,Enel Distribución Perú,2019-01-12 00:00:00,2023-11-30 00:00:00,0,0,4.884931506849315,0.4,0.4,,,0,,,,,
11765,,PAPELERA JESICAR SRL,Enel Distribución Perú,2020-01-01 00:00:00,2023-12-31 00:00:00,0,0,4.0,0.537,0.537,,,0,,,,,
11766,,AGROPECUARIA PLUMA BLANCA S.A.C.,Enel Distribución Perú,2020-01-03 00:00:00,2025-02-28 00:00:00,0,0,5.158904109589041,0.35,0.35,,,0,,,,,
11767,,MALL PLAZA INMOBILIARIA S.A.,Enel Distribución Perú,2020-01-07 00:00:00,2025-06-30 00:00:00,0,0,5.482191780821918,3.3,3.3,,,0,,,,,
11768,,MALL PLAZA INMOBILIARIA S.A.,Enel Distribución Perú,2020-01-07 00:00:00,2025-06-30 00:00:00,0,0,5.482191780821918,1,1,,,0,,,,,
11769,,MALL PLAZA INMOBILIARIA S.A.,Enel Distribución Perú,2020-01-07 00:00:00,2025-06-30 00:00:00,0,0,5.482191780821918,0.201,0.201,,,0,,,,,
11770,,MALL PLAZA INMOBILIARIA S.A.,Enel Distribución Perú,2020-01-07 00:00:00,2025-06-30 00:00:00,0,0,5.482191780821918,0.6,0.6,,,0,,,,,
11771,,INDELAT SAC,Enel Distribución Perú,2020-01-07 00:00:00,2025-06-30 00:00:00,0,0,5.482191780821918,0.35,0.35,,,0,,,,,
11772,,CONSORCIO CONSTRUCTOR M2 LIMA,Enel Distribución Perú,2020-01-08 00:00:00,2025-07-31 00:00:00,0,0,5.564383561643836,1.8,1.8,,,0,,,,,
11773,,INDUSTRIAS JHOMERON S.A.,Enel Distribución Perú,2020-01-10 00:00:00,2025-09-30 00:00:00,0,0,5.726027397260274,0.25,0.25,,,0,,,,,
11774,,CONSORCIO INDUSTRIAL DE AREQUIPA SA,Enel Distribución Perú,2020-01-11 00:00:00,2025-10-31 00:00:00,0,0,5.808219178082192,0.5,0.5,,,0,,,,,
11775,,STEEL JRV S.A.C.,Enel Distribución Perú,2020-01-11 00:00:00,2025-10-31 00:00:00,0,0,5.808219178082192,0.95,0.95,,,0,,,,,
11776,,CLINICA SAN PABLO S.A.C.,Enel Distribución Perú,2021-01-09 00:00:00,2026-12-31 00:00:00,8.4,8.4,5.978082191780822,0.27,0.27,,,0,,,,,
11777,,CLINICA SAN PABLO S.A.C.,Enel Distribución Perú,2020-01-12 00:00:00,2025-11-30 00:00:00,0,0,5.887671232876713,0.62,0.62,,,0,,,,,
11778,,OWENS-ILLINOIS PERU S.A.,Enel Distribución Perú,2021-01-01 00:00:00,2025-12-31 00:00:00,0,0,5.0,8.5,8.5,,,0,,,,,
11779,,INDUSTRIAS DEL PAPEL S A,Enel Distribución Perú,2021-01-01 00:00:00,2025-12-31 00:00:00,0,0,5.0,0.8,0.8,,,0,,,,,
11780,,INDUSTRIAS DEL PAPEL S A,Enel Distribución Perú,2021-01-01 00:00:00,2025-12-31 00:00:00,0,0,5.0,2.7,2.7,,,0,,,,,
11781,,SOFTYS PERU S.A.C.,Enel Distribución Perú,2021-01-01 00:00:00,2025-12-31 00:00:00,0,0,5.0,2,2,,,0,,,,,
11782,,SOFTYS PERU S.A.C.,Enel Distribución Perú,2021-01-01 00:00:00,2025-12-31 00:00:00,0,0,5.0,13.5,13.5,,,0,,,,,
11783,,SOFTYS PERU S.A.C.,Enel Distribución Perú,2021-01-01 00:00:00,2025-12-31 00:00:00,0,0,5.0,14.5,14.5,,,0,,,,,
11784,,CONSORCIO CONSTRUCTOR M2 LIMA,Enel Distribución Perú,2021-01-04 00:00:00,2026-03-31 00:00:00,0,0,5.238356164383561,10,10,,,0,,,,,
11785,,CONSORCIO CONSTRUCTOR M2 LIMA,Enel Distribución Perú,2022-01-02 00:00:00,2024-12-31 00:00:00,8.38,8.38,2.9972602739726026,12,12,,,0,,,,,
11786,,INMOBILIARIA TERRANO S.A.,Enel Distribución Perú,2021-01-06 00:00:00,2026-05-31 00:00:00,0,0,5.4,1.2,1.2,,,0,,,,,
11787,,ALMACENES FRIO NARVAL S.A.C,Enel Distribución Perú,2021-01-07 00:00:00,2026-06-30 00:00:00,0,0,5.47945205479452,0.7,0.7,,,0,,,,,
11788,,TIGRE PERU - TUBOS Y CONEXIONES S.A.,Enel Distribución Perú,2021-01-07 00:00:00,2026-06-30 00:00:00,0,0,5.47945205479452,3,3,,,0,,,,,
11789,,INDUSTRIAS NETTALCO S.A.,Enel Distribución Perú,2021-01-07 00:00:00,2026-06-30 00:00:00,0,0,5.47945205479452,1.55,1.55,,,0,,,,,
11790,,IMPEX RICO PEZ SRL,Enel Distribución Perú,2021-01-07 00:00:00,2026-06-30 00:00:00,0,0,5.47945205479452,1.3,1.3,,,0,,,,,
11791,,DELTA INDUSTRY S.A.C.,Enel Distribución Perú,2021-01-07 00:00:00,2026-06-30 00:00:00,0,0,5.47945205479452,1.2,1.2,,,0,,,,,
11792,,SERVICENTRO AGUKI SA.,Enel Distribución Perú,2021-01-07 00:00:00,2026-06-30 00:00:00,0,0,5.47945205479452,0.99,0.99,,,0,,,,,
11793,,CONTOMETROS ESPECIALES SOCIEDAD ANONIMA,Enel Distribución Perú,2021-01-07 00:00:00,2026-06-30 00:00:00,0,0,5.47945205479452,0.5,0.5,,,0,,,,,
11794,,R.INDUSTRIA RUBBER PARTS S.A.C.,Enel Distribución Perú,2021-01-07 00:00:00,2026-06-30 00:00:00,0,0,5.47945205479452,0.25,0.25,,,0,,,,,
11795,,BRAEDT S.A.,Enel Distribución Perú,2021-01-08 00:00:00,2024-12-31 00:00:00,8.4,8.4,3.9808219178082194,0.78,0.78,,,0,,,,,
11796,,FAMESA EXPLOSIVOS S.A.C.,Enel Distribución Perú,2021-01-08 00:00:00,2024-07-31 00:00:00,8.86,8.86,3.5616438356164384,1.497,1.497,,,0,,,,,
11797,,FAMESA EXPLOSIVOS S.A.C.,Enel Distribución Perú,2021-01-10 00:00:00,2024-09-30 00:00:00,8.86,8.86,3.723287671232877,1,1,,,0,,,,,
11798,,ALGODONERA PERUANA S.A.C.,Enel Distribución Perú,2021-01-09 00:00:00,2023-12-31 00:00:00,10.4,10.4,2.9753424657534246,0.8,0.8,,,0,,,,,
11799,,ALGODONERA PERUANA S.A.C.,Enel Distribución Perú,2021-01-09 00:00:00,2023-12-31 00:00:00,10.4,10.4,2.9753424657534246,2.5,2.5,,,0,,,,,
11800,,CORPORACIÓN TURISTICA PERUANA S.A.C.,Enel Distribución Perú,2021-01-09 00:00:00,2023-12-31 00:00:00,10.14,10.14,2.9753424657534246,1.25,1.25,,,0,,,,,
11801,,TEXTIL OCEANO S.A.C.,Enel Distribución Perú,2021-01-09 00:00:00,2023-12-31 00:00:00,10.14,10.14,2.9753424657534246,0.9,0.9,,,0,,,,,
11802,,PERUVIAN SEA FOOD S.A.,Enel Distribución Perú,2021-01-09 00:00:00,2023-12-31 00:00:00,7.86,7.86,2.9753424657534246,1.1,1.1,,,0,,,,,
11803,,PERUVIAN SEA FOOD S.A.,Enel Distribución Perú,2021-01-09 00:00:00,2023-12-31 00:00:00,7.86,7.86,2.9753424657534246,1.991,1.991,,,0,,,,,
11804,,FRIGORIFICO DEL NORTE PAITA S.A,Enel Distribución Perú,2021-01-09 00:00:00,2023-12-31 00:00:00,7.86,7.86,2.9753424657534246,1.522,1.522,,,0,,,,,
11805,,CLINICA JESUS DEL NORTE S.A.C,Enel Distribución Perú,2021-01-09 00:00:00,2026-12-31 00:00:00,8.4,8.4,5.978082191780822,0.7,0.7,,,0,,,,,
11806,,CLINICA SAN GABRIEL SAC,Enel Distribución Perú,2021-01-09 00:00:00,2026-12-31 00:00:00,8.4,8.4,5.978082191780822,0.8,0.8,,,0,,,,,
11807,,CLINICA NUEVO SAN JUAN SAC,Enel Distribución Perú,2021-01-09 00:00:00,2026-12-31 00:00:00,8.4,8.4,5.978082191780822,0.38,0.38,,,0,,,,,
11808,,MATRITECH S.A.C.,Enel Distribución Perú,2021-01-09 00:00:00,2024-08-31 00:00:00,10.6,10.6,3.643835616438356,0.5,0.5,,,0,,,,,
11809,,DEPOSITOS QUIMICOS MINEROS S.A.,Enel Distribución Perú,2021-01-09 00:00:00,2023-12-31 00:00:00,10.77,10.77,2.9753424657534246,0.8,0.8,,,0,,,,,
11810,,IBM DEL PERU S A C,Enel Distribución Perú,2021-01-10 00:00:00,2022-09-30 00:00:00,8.75,8.75,1.7205479452054795,2.2,2.2,,,0,,,,,
11811,,KYNDRYL PERU S.A.C.,Enel Distribución Perú,2021-01-10 00:00:00,2022-09-30 00:00:00,8.75,8.75,1.7205479452054795,0.6,0.6,,,0,,,,,
11812,,INVERSIONES PESQUERAS LIGURIA S.A.C.,Enel Distribución Perú,2021-01-10 00:00:00,2025-12-31 00:00:00,10.21,10.21,4.975342465753425,1.295,1.295,,,0,,,,,
11813,,CORP.TEXTIL MERLIN S.A.,Enel Distribución Perú,2021-01-10 00:00:00,2024-09-30 00:00:00,11.04,11.04,3.723287671232877,0.35,0.35,,,0,,,,,
11814,,MINERA VICUS S.A.C,Enel Distribución Perú,2021-01-10 00:00:00,2031-09-30 00:00:00,15.84,15.84,10.726027397260275,0.96,0.96,,,0,,,,,
